66,489,"[6861, 1953, 4991, 6194, 3086, 3509, 5876, 5658, 3856, 3020, 3347, 4237, 2133, 4627, 3696, 1647, 7113, 2189, 3344, 5937, 4710, 2244, 1521, 2524, 1416, 3512, 1066, 3154, 1343, 62, 4853, 88, 6148, 2770, 6792, 1193, 2764, 3122, 6091, 7426, 7129, 3329, 4359, 6259, 678, 5179, 6916, 158, 6984, 956, 3637, 2805, 3135, 1499, 3204, 6645, 728, 2266, 3705, 3193, 1968, 1180, 410, 7173, 3728, 1559, 5925, 986]"
67,2016,"[963, 4613, 1880, 6915, 948, 745, 4604, 2133, 6717, 5583, 1595, 1252, 1525, 3924, 1488, 1367, 6876, 3965, 1503, 2465, 1581, 2480, 6657, 1309, 3842, 1521, 1961, 3472, 7179, 3377, 2224, 3619, 3323, 5798, 1183, 6984, 6664, 1224, 4598, 3502, 5452, 4799, 3311, 4337, 1990, 1193, 1401, 3255, 5161, 4666, 1180, 1580, 5266, 6756, 1496, 1157, 2735, 6086, 3116, 484, 3086, 5691, 5377, 3839, 1098, 1163, 4486, 2553, 3859, 2601, 2189, 6142, 4535, 5957, 6306, 3291, 4319, 3818, 5490, 3560, 3500, 5918, 5505, 158, 2842, 149, 4845, 1953, 5003, 818, 7091, 741, 6437, 5671, 1876, 5559]"
68,8840,"[4637, 2116, 1013, 1990, 5620, 7412, 5021, 405, 7037, 4347, 632, 2552, 1226, 5920, 4340, 1451, 5900, 4176, 5571, 3122, 1917]"
69,648,"[3895, 3029, 2824, 2138, 6911, 1354, 6387, 3450, 2368, 4009, 6068, 3461, 3951, 6091, 4492, 2684, 829, 597, 1978, 4644, 36, 3135, 658, 6294, 6194, 2638, 6398, 3129, 4904, 5543, 5660, 5736, 7066, 2294, 3145, 685, 2944, 2708, 7315, 4497, 1180, 5690, 1299, 414, 2759, 6596, 2484, 2503, 5876, 6403, 1860, 944, 2480, 5849, 1823, 2860, 3493, 2563, 3952, 5598, 4800, 1626, 1932, 6099, 733, 5860, 5890, 4060, 6777, 741, 2344, 4358, 6753, 2304, 5960, 4231, 3960, 3393, 7234, 6140, 1111, 1580, 5943, 6984, 5447, 4178, 817, 1816, 5229, 4991, 2419, 4701, 5047, 5159, 5085, 4733, 6062, 3419, 265, 5319, 6732, 5973]"
70,18072,"[647, 1881, 1840, 6083, 951, 3707, 328, 7049, 3668, 1690, 2938, 4992, 4589, 5907, 6781, 2480, 3871, 2270, 6314, 1742]"
71,31711,"[1646, 1317, 4137, 5755, 2592, 5796, 6789, 2835, 1313, 1141, 3291, 3242, 728, 2074]"
72,5825,"[4209, 2355, 585, 358, 5876, 5293, 5091, 5804, 2874, 4641, 4446, 6431, 6549, 2327, 2784, 5957, 4261, 5891, 7335, 4644, 484, 6458, 5350, 4961, 6168, 3393, 4127, 4638, 6091, 1646, 3154, 7016, 592, 6047, 3759, 3204, 1526, 5101, 3249, 3600, 7129, 6798, 5379, 1357, 4060, 6021, 7188, 5668, 1488, 6911, 85, 6545, 6475, 6772, 5125, 6182, 6721, 3307, 1547]"
73,6560,"[6663, 5324, 805, 510, 2761, 3019, 6798, 5755, 409, 978, 1401, 1193, 6911, 7271, 4613, 5559, 2074, 4598, 206, 1357, 3493, 641, 5429, 5452, 4991, 6846, 2775, 3255, 4009, 5256, 484, 2811, 1514, 414, 5849, 4604, 6792, 4163, 3501, 5319, 2679, 263, 5647, 7328, 986, 4365, 6395, 5491, 1252, 6915, 6257, 3759, 6545, 3050, 5159, 7113, 2805]"
74,4332,"[3386, 4832, 5413, 6458, 5647, 5416, 7370, 4952, 4422, 4135, 3545, 2651, 3492, 7256, 2547, 3997, 7193, 5229, 5734, 7318, 486, 2660, 586, 4370, 5420, 2679, 4328, 4145, 6142, 4117, 2805, 6521, 1903, 5500, 675, 5256, 5281, 3461, 6657, 6936, 3167, 1139, 5491, 3479, 7366, 836, 1279, 5181, 3724, 975, 2454, 3364, 6826, 5319, 665, 427, 238, 2778, 3277, 5691, 5717, 4167, 769, 5796, 1226, 1417, 2446, 1848, 4641, 5632, 2650, 5465, 5700, 3635, 1161, 4576, 3748, 5924, 1907, 3208]"
75,4851,"[2761, 4205, 690, 4733, 4829, 6091, 7328, 484, 229, 2157, 2279, 1916, 1978, 728, 7000, 7338, 6740, 5584, 2523, 88, 2419, 1787, 1697, 5881, 5849, 1937, 1180, 1991, 5559, 2340, 2046, 6819, 6882, 805, 5552, 5653, 5860, 131, 3493, 1401, 658, 5924, 7159]"
76,51,"[1305, 6099, 1363, 5290, 7269, 4103, 1968, 5957, 2069, 4083, 3733, 3812, 3532, 7000, 4167, 4952, 5774, 2859, 1350, 4814, 6507, 6967, 6405, 1668, 5070, 1504, 1416, 4319, 4730, 4236, 1514, 6532, 6813, 3783, 6355, 3839, 2764, 3116, 3603, 1496, 709, 6156, 5537, 2826, 1924, 6662, 1187, 5003, 5913, 1995, 3193, 2650, 4733, 3452, 6803, 4026, 6717, 5519, 7338, 83, 1343, 2259, 5505, 2592, 1201, 1525, 6756, 5159, 5336, 2679, 6375, 2188, 1157, 6146, 6609, 2752, 2944, 2761, 65, 1022, 88, 1718, 1752, 5078, 1744, 6615, 6912, 5935, 149, 2860, 382, 1602, 741, 6496, 7065, 5691, 2266, 3034, 162, 4257, 4851, 1618, 5358, 5700, 1697, 194, 4535, 1357, 3286, 2316, 5042, 1581, 3070, 4827, 3856, 2754, 3979, 4668, 378, 5712, 4314, 4070, 7389, 4624, 5707, 4197, 2775, 5552, 927, 5704, 4205, 1074, 5277, 6119, 5891, 2716, 6257, 191, 6715, 4845, 6830, 6888, 2294, 5937, 2805, 4505, 5877, 690, 3635, 3605, 6058, 1139, 4406, 6217, 1521, 658, 840, 4627, 1225, 5009, 6195, 5149, 4359, 1917, 1366, 2465, 1640, 5061, 2673, 2992, 41, 2052, 3924, 884, 3859, 497, 406, 206, 6074, 1959, 2921, 2563, 2878, 2169, 372, 6683, 7423, 5491, 641, 3656, 3492, 5124, 586, 6628, 3188, 2893, 6112, 3268, 5445, 4591, 2379, 7063, 3545, 7174, 3299, 1848, 177, 3406, 4687, 3502, 6391, 1193, 4041, 2189, 120, 252, 1802, 4836, 7256, 3415, 7124, 2244, 948, 7234, 786, 6822, 5809, 3774, 4812, 998, 131, 3935, 1688, 5511, 7003, 4920, 2975, 6079, 1915, 3748, 1153, 2241, 836, 849, 4455, 2814, 4090, 4119, 3377, 2552, 1902, 5625, 5717, 2305, 2778, 3057, 4936, 3672, 769, 6645, 6819, 794, 7055, 3594, 6450, 2516, 3119, 1983, 6592, 675, 5045, 632, 7426, 4386, 5175, 6086, 2639, 3300, 2248, 5911, 1281, 2485, 2138, 461, 1690, 1130, 963, 4135, 6091, 7007, 3965, 1816, 1367, 6521, 4859, 5559, 5145, 5694, 3997, 5420, 3773, 2806, 5938, 2676, 805, 3319, 2811, 5440, 1960, 4131, 5819, 133, 2726, 5860, 3702, 1953, 4059, 160, 540, 4652, 3302, 4057, 3237, 5876, 5161, 5960, 4504, 2762, 2205, 4941, 1942, 7112, 1492, 1769, 2634, 2249, 3208, 538, 2651, 6064, 1098, 7193, 7287, 2419, 2886, 3450, 3020, 62, 3345, 5924, 1655, 3674, 5373, 5259, 3854, 6663, 1782, 2835, 1417, 5548, 2836]"
77,36858,"[6063, 678, 7056, 6155]"
